OBJECTID,ROAD_NUMBER,ROAD_NAME,DIRECTION,ELEMENTS,SURFACE_TYPE,NUMBER_OF_TRAFFIC_LANES,LEFT_SHOULDER_WIDTH,TRAFFIC_WIDTH,RIGHT_SHOULDER_WIDTH,SEAL_WIDTH
63427,5803,DONCASTER-MORDIALLOC RD,R, L1+L2+L3+RT1+LT1,A,3,0,11.1,0,11.1
63428,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+LBL,A,2,0,7.6,0,7.6
63429,5799,FERNTREE GULLY RD,F, L1+L2+L3,A,3,0,10.5,0,10.5
63430,5795,WELLS RD,F, L1+L2,S,2,0,7.3,0,7.3
63431,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+LT1+LBL,S,2,0,6.6,0,6.6
63432,5783,WANTIRNA-SASSAFRAS RD,R, L1+L2+LT1,A,2,0,7,0,7
63433,5738,BAY ST,F, L1+L2,A,2,0,9,0,9
63434,5765,CRANBOURNE-FRANKSTON RD,F, L1+L2+RT1+LT1+LBL,A,2,0,7.5,0,7.5
63435,5780,LILYDALE-MONTROSE RD,F, L1+L2,A,2,0,7.4,0,7.4
63436,5770,HEALESVILLE-KOO-WEE-RUP RD,F, L1+L2+RT1,S,2,0,12.3,0,12.3
63437,5799,FERNTREE GULLY RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
63438,5709,KOO-WEE-RUP-LONGWARRY RD,F, L1+L2,S,2,0,7.4,0,7.4
63439,5790,ELTHAM-YARRA GLEN RD,F, L1+SR+L2,S,2,0,6.8,1.4,8.2
63440,5751,MORNINGTON-FLINDERS RD,F, L1+L2,A,2,0,9.6,0,9.6
63441,5750,ROSEBUD-FLINDERS RD,F, L1+L2+RT1,S,2,0,6.6,0,6.6
63442,5748,MURRAY RIVER RD,F, L1+L2+LT1,S,2,0,6.8,0,6.8
63443,5784,DORSET RD,F, L1+L2+LPL+RT1R,A,2,0,6.6,0,6.6
63444,5799,FERNTREE GULLY RD,F, L1+L2+L3,A,3,0,10.8,0,10.8
63445,5797,SPRINGVALE RD,F, L1+L2+RT1,A,2,0,7,0,7
63446,5765,CRANBOURNE-FRANKSTON RD,F, L1+L2+RT1+LT1+RBL,A,2,0,6.8,0,6.8
63447,5773,BELGRAVE-HALLAM RD,F, L1+L2,A,2,0,6.8,0,6.8
63448,5801,HIGH ST,F, L1+L2+RT1,A,2,0,6.7,0,6.7
63449,5709,KOO-WEE-RUP-LONGWARRY RD,F, L1+L2,S,2,0,7,0,7
63450,5776,LILYDALE-MONBULK RD,R, L1+L2+LT1,A,2,0,7.2,0,7.2
63451,5791,HEALESVILLE-KINGLAKE RD,F, L1+SL+L2,S,2,1.2,5.5,0,6.7
63452,5790,ELTHAM-YARRA GLEN RD,F, L1+L2,S,2,0,6.8,0,6.8
63453,5751,MORNINGTON-FLINDERS RD,F, L1+L2,S,2,0,7.5,0,7.5
63454,5768,BERWICK-CRANBOURNE RD,F, L1+L2+LT1+RT1R,S,2,0,7.6,0,7.6
63455,5799,FERNTREE GULLY RD,R, L1+SL+L2,S,2,2.8,7.4,0,10.2
63456,5798,WELLINGTON RD,F, L1+SL+SR+L2+L3,S,3,1.5,10.9,1.5,13.9
63457,5757,FRANKSTON-FLINDERS RD,F, L1+SL+SR+L2+LT1,S,2,2,7.8,2,11.8
63458,5768,BERWICK-CRANBOURNE RD,R, L1+L2+L3+RT1+LT1,A,3,0,10.5,0,10.5
63459,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+RT1+LT1,A,2,0,7.5,0,7.5
63460,5799,FERNTREE GULLY RD,F, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
63461,5805,DONCASTER RD,R, L1+L2+TL,A,3,0,9.9,0,9.9
63462,5841,CENTRE DANDENONG RD,R, L1,A,1,0,4.5,0,4.5
65001,5864,ASCOT VALE-KEILOR RD,R, L1+L2,A,2,0,6.6,0,6.6
63463,5810,WARRANDYTE-KANGAROO GROUND RD,F, L1+SR+L2+RT1,S,2,0,7.4,1.5,8.9
63464,5806,RINGWOOD-WARRANDYTE RD,F, L1+L2+RT1R,A,2,0,9,0,9
65002,5819,PASCOE VALE RD,F, L1+L2+L3+L4,A,4,0,12.9,0,12.9
63465,5920,BORONIA RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
65003,5840,BEACH RD,F, L1+L2+LBL,A,2,0,7.4,0,7.4
63466,5964,BELMORE RD,F, L1+L2+L3+L4,A,4,0,12.3,0,12.3
65004,5802,CANTERBURY RD,R, L1+L2+L3+RT1+LT1,A,3,0,10.5,0,10.5
63467,5960,SOMERTON RD,F, L1+L2+RT1R,S,2,0,7.2,0,7.2
65005,5834,MILLERS RD,F, L1+SL+L2+LT1,A,2,1.4,7.2,0,8.5
63468,5957,WARBURTON-WOODS POINT RD,F, L1+L2,S,2,0,6.5,0,6.5
65006,5816,WALLAN-WHITTLESEA RD,F, L1+SL+SR+L2+NTZM,S,2,2,7,2,11
65007,5824,MOUNT ALEXANDER RD,F, L1+L2,A,2,0,7,0,7
63469,5912,LOY YANG-MORWELL RD,F, L1+SL+SR+L2,S,2,1.6,7,1.6,10.2
65008,5814,MAIN WHITTLESEA RD,F, L1+L2+LT1R,A,2,0,16.8,0,16.8
63470,5907,BOOLARRA-CHURCHILL RD,F, L1+L2,A,2,0,14,0,14
63471,5906,MONASH WAY,F, L1+SL+SR+L2,S,2,2.5,7.2,2.5,12.2
65009,5811,HEIDELBERG-KINGLAKE RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
65010,5863,BRUNSWICK RD,F, L1+L2+L3+L4+LBL+LIP+RBL+RIP,A,4,0,13.4,0,13.4
63472,5952,BONANG RD,F, L1+L2,S,2,0,6.4,0,6.4
65011,5856,BURNLEY-KEW RD,F, L1+L2+L3+L4+TL,A,5,0,21,0,21
65012,5845,SOUTH RD,F, L1+L2+L3,A,3,0,9.9,0,9.9
65013,5811,HEIDELBERG-KINGLAKE RD,F, L1+SL+L2,S,2,3,7.6,0,10.6
65014,5809,HEIDELBERG-WARRANDYTE RD,F, L1+L2+RT1+LT1R,A,2,0,8.4,0,8.4
63473,5970,HEATHERTON RD,R, L1+L2+RT1,A,2,0,6.8,0,6.8
65015,5804,MITCHAM RD,F, L1+L2+L3+L4,A,4,0,13,0,13
63474,5974,FLETCHER RD,R, L1+L2,A,2,0,6.8,0,6.8
65016,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3,A,3,0,11.1,0,11.1
63475,5906,MONASH WAY,F, L1+SL+SR+L2+LT1,S,2,2.5,7.2,2.5,12.2
63476,5987,MONTAGUE ST,F, L1+L2+L3+L4+L5+RT1+L6,A,6,0,18.6,0,18.6
65017,5864,ASCOT VALE-KEILOR RD,F, L1+L2+L3+L4,A,4,0,11.9,0,11.9
63477,5920,BORONIA RD,R, L1+L2,A,2,0,6.6,0,6.6
65018,5818,BELL STREET RD,F, L1+L2+RT2+LT1,A,2,0,6,0,6
63478,5963,MOORABOOL ST,F, L1+L2+L3+L4,A,4,0,14.6,0,14.6
65019,5840,BEACH RD,F, L1+L2+LBL+LPL,A,2,0,7.6,0,7.6
63479,5960,SOMERTON RD,F, L1+L2+RT1+LT1,A,2,0,6.8,0,6.8
65020,5802,CANTERBURY RD,R, L1+L2,A,2,0,7.7,0,7.7
63480,5956,MYRNIONG-TRENTHAM RD,F, L1+L2,S,2,0,6.2,0,6.2
65021,5834,MILLERS RD,F, L1+SL+L2,A,2,1.4,7.5,0,8.9
63481,5912,LOY YANG-MORWELL RD,F, L1+SL+SR+L2,S,2,1,7.4,1,9.4
65022,5901,DONCASTER-ELTHAM RD,R, L1+L2+LT1+LT2+TL,A,3,0,10.5,0,10.5
63482,5906,MONASH WAY,F, L1+SL+L2+RT1+LT1,S,2,2.5,7.2,0,9.7
65023,5816,WALLAN-WHITTLESEA RD,F, L1+L2+RT1R,S,2,0,7,0,7
63483,5952,BONANG RD,F, L1+L2,S,2,0,6.2,0,6.2
65024,5802,CANTERBURY RD,F, L1+L2+LPL,A,2,0,6.4,0,6.4
63484,5946,HORSHAM-MINYIP RD,F, L1+L2,S,2,0,6.2,0,6.2
65025,5809,HEIDELBERG-WARRANDYTE RD,F, L1+L2+LT1,U,2,0,8,0,8
63485,5936,FOREST RD,F, L1+L2+LPL,A,2,0,10.2,0,10.2
65026,5803,DONCASTER-MORDIALLOC RD,R, L1+L2+RT1,A,2,0,7,0,7
63486,5928,SERVICETON NORTH-TELOPEA DOWNS RD,F, L1+L2,S,2,0,6.2,0,6.2
65027,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3,A,3,0,11.1,0,11.1
63487,5765,CRANBOURNE-FRANKSTON RD,R, L1+SL+L2+RT1+LBL,A,2,2.2,6.6,0,8.8
65028,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3+L4+RT1+LT1R,A,4,0,12.5,0,12.5
63488,5783,WANTIRNA-SASSAFRAS RD,R, L1+L2+RT1,S,2,0,7.2,0,7.2
65029,5836,DRYSDALE-ST LEONARDS RD,F, L1+SL+SR+L2,A,2,1.3,7.4,1.3,10
63489,5737,BROADWAY,R, L1+LBL+LPL,A,1,0,4,0,4
65030,5802,CANTERBURY RD,R, L1+L2+L3+RT1,A,3,0,9.5,0,9.5
63490,5801,HIGH ST,F, L1+L2+RT1,A,2,0,7.4,0,7.4
65031,5824,MOUNT ALEXANDER RD,F, L1+L2+LBL+RBL,A,2,0,9.9,0,9.9
63491,5781,MOUNT DANDENONG RD,F, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
65032,5802,CANTERBURY RD,F, L1+L2+L3,A,3,0,9.5,0,9.5
63492,5722,KARINGAL DR,F, L1+L2,U,2,0,10.3,0,10.3
65033,5833,KOROROIT CREEK RD,F, L1+L2+LT1+LBL,A,2,0,6.8,0,6.8
63493,5780,LILYDALE-MONTROSE RD,F, L1+L2+RT1,A,2,0,7.4,0,7.4
65034,5900,FOSTER-PROMONTORY RD,F, L1+L2,S,2,0,6.8,0,6.8
63494,5770,HEALESVILLE-KOO-WEE-RUP RD,F, L1+L2,S,2,0,7.7,0,7.7
65035,5827,GISBORNE-MELTON RD,F, L1+SL+SR+L2+LT1+RT1R,S,2,1.6,7.2,1.6,10.4
63495,5799,FERNTREE GULLY RD,R, L1+L2+L3+LT1,A,3,0,10.8,0,10.8
65036,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2,S,2,1.2,7.2,1.2,9.6
63496,5762,MAIN HEIDELBERG-ELTHAM RD,R, L1+L2+L3+LBL,A,3,0,9.2,0,9.2
65037,5802,CANTERBURY RD,F, L1+L2+L3,A,3,0,10.5,0,10.5
63497,5760,MORNINGTON-TYABB RD,F, L1+L2,A,2,0,9.6,0,9.6
65038,5814,MAIN WHITTLESEA RD,F, L1+L2+LBL,A,2,0,6.8,0,6.8
63498,5748,MURRAY RIVER RD,F, L1+L2,S,2,0,6.8,0,6.8
65039,5827,GISBORNE-MELTON RD,F, L1+SL+L2,S,2,2.8,7.4,0,10.2
63499,5767,BALLARTO RD,F, L1+L2,S,2,0,6.5,0,6.5
65040,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2,S,2,2,7.5,2,11.5
63500,5799,FERNTREE GULLY RD,F, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
65041,5814,MAIN WHITTLESEA RD,F, L1+L2+L3+RT1+RT2,A,3,0,11.1,0,11.1
63501,5796,STUD RD,F, L1+L2+RT1+LT1,A,2,0,7.4,0,7.4
65042,5860,FAIRFIELD-RESERVOIR RD,F, L1+L2,A,2,0,7.2,0,7.2
63502,5784,DORSET RD,F, L1+L2,A,2,0,7.5,0,7.5
65043,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2+LT1,S,2,0,9.6,0,9.6
63503,5744,WATERDALE RD,F, L1+L2,A,2,0,7.8,0,7.8
65044,5809,HEIDELBERG-WARRANDYTE RD,F, L1+SR+RT1,A,1,0,3.6,2,5.6
63504,5771,BEACONSFIELD-EMERALD RD,F, L1+L2,A,2,0,6.1,0,6.1
65045,5820,MICKLEHAM RD,R, L1+L2+TL,A,3,0,11.4,0,11.4
63505,5799,FERNTREE GULLY RD,R, L1+L2+L3+RT1,S,3,0,10,0,10
63506,5722,KARINGAL DR,F, L1+L2,A,2,0,10.3,0,10.3
65046,5888,BREAKWATER RD,F, L1+L2+L3+L4+RT1+LBL+RBL+LT1R,A,4,0,13.7,0,13.7
63507,5776,LILYDALE-MONBULK RD,F, L1+L2,A,2,0,11,0,11
65047,5819,PASCOE VALE RD,R, L1+L2+LBL,A,2,0,6.8,0,6.8
63508,5762,MAIN HEIDELBERG-ELTHAM RD,F, L1+L2+L3+LBL,A,3,0,9.3,0,9.3
65048,5881,FYANSFORD-CORIO RD,F, L1+L2+L3+NTZM,A,3,0,10.2,0,10.2
63509,5791,HEALESVILLE-KINGLAKE RD,F, L1+L2,S,2,0,8.4,0,8.4
65049,5873,BROADMEADOWS-TULLAMARINE RD,F, L1+SL+L2+L3,A,3,1.9,10,0,11.9
65050,5819,PASCOE VALE RD,F, L1+L2,A,2,0,13.4,0,13.4
65051,5836,DRYSDALE-ST LEONARDS RD,F, L1+SR+L2,S,2,0,6.4,2.8,9.2
63510,5796,STUD RD,F, L1+L2+L3+RT1,A,3,0,11.8,0,11.8
65052,5802,CANTERBURY RD,R, L1+L2+L3+RT1,A,3,0,9.5,0,9.5
63511,5784,DORSET RD,F, L1+L2+LBL,A,2,0,7.3,0,7.3
65053,5801,HIGH ST,R, L1+RT1,S,1,0,4,0,4
63512,5746,ORIEL RD,F, L1+RT1+LBL+LPL,A,1,0,3.1,0,3.1
65054,5833,KOROROIT CREEK RD,F, L1+L2+LBL,A,2,0,8.2,0,8.2
65055,5901,DONCASTER-ELTHAM RD,F, L1+L2+LT1,A,2,0,8,0,8
63513,5771,BEACONSFIELD-EMERALD RD,F, L1+SL+SR+L2,A,2,1.4,7.9,1.4,10.7
65056,5827,GISBORNE-MELTON RD,F, L1+SL+SR+L2+L3+L4,A,4,1.6,15.2,1.6,18.4
65057,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+L2+RT1R,S,2,2,7.2,0,9.2
65058,5801,HIGH ST,R, L1+L2,S,2,0,7.4,0,7.4
63514,5801,HIGH ST,F, L1+L2+TL,A,3,0,13.1,0,13.1
65059,5892,SPRING ST,R, L1+L2+RT1+RT2,A,2,0,7.2,0,7.2
63515,5722,KARINGAL DR,F, L1+L2+LBL+RBL,A,2,0,10.1,0,10.1
65060,5805,DONCASTER RD,R, L1+L2+LT1+TL,A,3,0,9.9,0,9.9
63516,5776,LILYDALE-MONBULK RD,F, L1+L2+RT1,S,2,0,7.5,0,7.5
65061,5805,DONCASTER RD,F, L1+L2+RT1+TL,A,3,0,10,0,10
63517,5762,MAIN HEIDELBERG-ELTHAM RD,F, L1+L2+LBL+RBL,A,2,0,7.3,0,7.3
65062,5805,DONCASTER RD,R, L1+L2+TL,A,3,0,9.9,0,9.9
63518,5820,MICKLEHAM RD,F, L1+L2+LBL,A,2,0,7.1,0,7.1
65063,5805,DONCASTER RD,F, L1+L2+L3+RT1+RT2+LT1,A,3,0,11.1,0,11.1
63519,5883,BAYSIDE RD,F, L1+LBL,A,1,0,3.5,0,3.5
65064,5841,CENTRE DANDENONG RD,F, L1+L2,A,2,0,12.4,0,12.4
63520,5874,BURKE RD,F, L1+L2+TL,A,3,0,14.1,0,14.1
63521,5835,GOLDEN SQUARE-LONG GULLY RD,F, L1+L2+RT1+LT1+LBL+RBL,A,2,0,6.6,0,6.6
65065,5806,RINGWOOD-WARRANDYTE RD,F, L1+SL+SR+L2,A,2,1.7,7.8,1.7,11.2
65066,5883,BAYSIDE RD,F, L1+L2,S,2,0,8,0,8
63522,5802,CANTERBURY RD,R, L1+L2+L3,A,3,0,9.8,0,9.8
65067,5874,BURKE RD,F, L1+L2+TL,A,3,0,12,0,12
63523,5834,MILLERS RD,R, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
65068,5834,MILLERS RD,F, L1+L2+RT1,A,2,0,6.4,0,6.4
63524,5816,WALLAN-WHITTLESEA RD,F, L1+SL+L2,S,2,1.8,6.6,0,8.4
65069,5816,WALLAN-WHITTLESEA RD,F, L1+SR+L2,S,2,0,7.6,1.5,9.1
63525,5822,WILLIAMSTOWN RD,R, L1+L2+RT1,A,2,0,7.8,0,7.8
65070,5822,WILLIAMSTOWN RD,F, L1+L2+L3+L4,A,4,0,13.7,0,13.7
63526,5802,CANTERBURY RD,F, L1+L2+RT1+LT1,A,2,0,8,0,8
65071,5801,HIGH ST,R, L1+L2+LT1,A,2,0,7.3,0,7.3
63527,5831,DUNCANS RD,F, L1+L2+RT1R,A,2,0,7.8,0,7.8
65072,5831,DUNCANS RD,F, L1+SL+SR+L2+LT1,S,2,1.5,7.6,1.5,10.6
63528,5899,ELGAR RD,F, L1+L2+L3+L4+LT1R,A,4,0,12.2,0,12.2
65073,5898,TOORAK RD,F, L1+L2+L3+L4,A,4,0,14,0,14
63529,5827,GISBORNE-MELTON RD,F, L1+SL+L2+RT1,S,2,2.8,7,0,9.8
65074,5827,GISBORNE-MELTON RD,F, L1+L2,A,2,0,12.2,0,12.2
63530,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2+L3,A,3,2,11.1,2,15.1
65075,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2+L3+RT1R,S,3,1.8,11.7,1.8,15.2
63531,5813,WHITTLESEA RD,F, L1+L2+L3+L4+L5+RT1+L6+TL,A,7,0,24,0,24
65076,5812,HEIDELBERG RD,R, L1+L2+L3,A,3,0,9.2,0,9.2
63532,5860,FAIRFIELD-RESERVOIR RD,F, L1+L2+LBL,A,2,0,6.2,0,6.2
65077,5860,FAIRFIELD-RESERVOIR RD,F, L1+L2+L3+L4+LPL+RPL,A,4,0,12.1,0,12.1
63533,5746,ORIEL RD,F, L1+RT1+LBL+LPL,A,1,0,3.1,0,3.1
65078,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2+RT1+LT1+LBL,A,2,0,6,0,6
63534,5741,SOUTHERN RD,F, L1+L2+RT1,A,2,0,6.4,0,6.4
65079,5809,HEIDELBERG-WARRANDYTE RD,F, L1+L2+RT1+LT1+LT2R,S,2,0,8,0,8
63535,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2,A,2,0,6,0,6
65080,5820,MICKLEHAM RD,R, L1+L2+RT1,A,2,0,6.8,0,6.8
63536,5732,MURRAY RD,R, L1+L2+L3,A,3,0,10.7,0,10.7
65081,5886,NORTH SHORE RD,F, L1+L2+L3+L4,A,4,0,11.8,0,11.8
63537,5801,HIGH ST,F, L1+L2+RT1,A,2,0,7.3,0,7.3
65082,5877,FOOTSCRAY-SUNSHINE RD,F, L1+L2+L3+L4,A,4,0,14.5,0,14.5
63538,5781,MOUNT DANDENONG RD,F, L1+L2,A,2,0,9.3,0,9.3
65083,5819,PASCOE VALE RD,R, L1+L2,A,2,0,6.8,0,6.8
63539,5709,KOO-WEE-RUP-LONGWARRY RD,F, L1+L2,S,2,0,8,0,8
65084,5881,FYANSFORD-CORIO RD,F, L1+L2+L3+L4,U,4,0,12.2,0,12.2
63540,5780,LILYDALE-MONTROSE RD,F, L1+L2,A,2,0,7.4,0,7.4
65085,5866,SYBELLA AV,F, L1+L2+LIP+RIP,A,2,0,6.6,0,6.6
63541,5770,HEALESVILLE-KOO-WEE-RUP RD,F, L1+L2+RT1R,S,2,0,7.1,0,7.1
63542,5799,FERNTREE GULLY RD,R, L1+L2+L3,A,3,0,10.8,0,10.8
65086,5819,PASCOE VALE RD,F, L1+L2+L3,A,3,0,10.4,0,10.4
65087,5840,BEACH RD,F, L1+L2+L3,A,3,0,9.3,0,9.3
63543,5709,KOO-WEE-RUP-LONGWARRY RD,F, L1+L2,S,2,0,11.3,0,11.3
65088,5802,CANTERBURY RD,R, L1+L2+L3+RT1+LT1,A,3,0,10.5,0,10.5
63544,5748,MURRAY RIVER RD,F, L1+L2,S,2,0,7.6,0,7.6
65089,5845,SOUTH RD,R, L1+L2+L3+RT1,A,3,0,9.9,0,9.9
63545,5768,BERWICK-CRANBOURNE RD,F, L1+L2+LT1,A,2,0,7.5,0,7.5
65090,5897,PRINCETOWN RD,F, L1+L2,S,2,0,6.2,0,6.2
63546,5799,FERNTREE GULLY RD,F, L1+L2+L3,A,3,0,10.8,0,10.8
63547,5982,SHEPPARTON ALTERNATIVE RTE,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
65091,5826,SUNBURY RD,F, L1+L2,A,2,0,7,0,7
63548,5947,ANDERSONS CREEK RD,F, L1+L2+L3+L4+RT1R,A,4,0,12,0,12
65092,5839,NORMANBY RD,F, L1+L2,A,2,0,17.3,0,17.3
63549,5940,NARRE WARREN NORTH RD,F, L1+L2,A,2,0,7.5,0,7.5
65093,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3+L4+RT1+LT1R,A,4,0,17,0,17
63550,5929,SPRINGVALE RD,F, L1+L2,A,2,0,7,0,7
65094,5802,CANTERBURY RD,R, L1+L2+RT1,A,2,0,7.3,0,7.3
65095,5833,KOROROIT CREEK RD,R, L1+L2+RT1+LBL,A,2,0,7.2,0,7.2
63551,5781,MOUNT DANDENONG RD,R, L1+L2+RT1,U,2,0,6.8,0,6.8
65096,5901,DONCASTER-ELTHAM RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
63552,5724,YAN YEAN RD,F, L1+L2,S,2,0,7.7,0,7.7
65097,5816,WALLAN-WHITTLESEA RD,F, L1+L2+LT1,S,2,0,8,0,8
63553,5765,CRANBOURNE-FRANKSTON RD,F, L1+L2+LBL,A,2,0,6.8,0,6.8
65098,5849,NORTH RD,R, L1+L2,A,2,0,7.4,0,7.4
63554,5793,WHITTLESEA-YEA RD,F, L1+SL+SR+L2,S,2,1.2,7,1.2,9.4
65099,5843,WARRIGAL RD,F, L1+L2,A,2,0,11.8,0,11.8
63555,5790,ELTHAM-YARRA GLEN RD,F, L1+L2+LT1,U,2,0,10,0,10
65100,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2+RT1,A,2,0,6.4,0,6.4
63556,5784,DORSET RD,R, L1+L2,A,2,0,7.5,0,7.5
65101,5809,HEIDELBERG-WARRANDYTE RD,F, L1+SL+SR+L2+RT1,A,2,1.2,7.6,1.2,10
63557,5757,FRANKSTON-FLINDERS RD,F, L1+L2,S,2,0,7.4,0,7.4
65102,5803,DONCASTER-MORDIALLOC RD,R, L1+L2+L3+LT1,A,3,0,11.1,0,11.1
63558,5756,MORNINGTON-DROMANA RD,F, L1+L2,S,2,0,6.4,0,6.4
65103,5820,MICKLEHAM RD,F, L1+L2+RT1+RT2,A,2,0,6.8,0,6.8
63559,5748,MURRAY RIVER RD,F, L1+L2,S,2,0,5.6,0,5.6
65104,5883,BAYSIDE RD,F, L1+L2,S,2,0,10.4,0,10.4
63560,5740,KINGSBURY DR,F, L1,A,1,0,4.6,0,4.6
65105,5874,BURKE RD,F, L1+L2+LBL,A,2,0,7.6,0,7.6
63561,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2,A,2,0,7.1,0,7.1
65106,5835,GOLDEN SQUARE-LONG GULLY RD,F, L1+L2+LT1,A,2,0,11.2,0,11.2
63562,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2+L3+RT1,A,3,0,9.5,0,9.5
65107,5802,CANTERBURY RD,R, L1+L2+L3+RT1+RT2,A,3,0,9.5,0,9.5
63563,5732,MURRAY RD,F, L1+L2+L3+RT1,A,3,0,10.1,0,10.1
63564,5774,BELGRAVE-GEMBROOK RD,F, L1+L2+L3,A,3,0,10,0,10
65108,5834,MILLERS RD,R, L1+L2+RT1+LBL,A,2,0,7.3,0,7.3
63565,5801,HIGH ST,F, L1+L2,A,2,0,7.4,0,7.4
65109,5824,MOUNT ALEXANDER RD,F, L1+L2+L3+L4+TL,A,5,0,20.3,0,20.3
63566,5781,MOUNT DANDENONG RD,F, L1+L2+RT1,A,2,0,7.4,0,7.4
65110,5802,CANTERBURY RD,F, L1+L2+L3+L4+RT1R,A,4,0,12.3,0,12.3
63567,5709,KOO-WEE-RUP-LONGWARRY RD,F, L1+L2,S,2,0,6.2,0,6.2
65111,5833,KOROROIT CREEK RD,F, L1+L2,A,2,0,7.4,0,7.4
65112,5899,ELGAR RD,F, L1+L2+L3+L4,A,4,0,12.2,0,12.2
63568,5898,TOORAK RD,F, L1+L2+TL,A,3,0,14.9,0,14.9
65113,5827,GISBORNE-MELTON RD,F, L1+L2,S,2,0,7.4,0,7.4
63569,5826,SUNBURY RD,R, L1+L2,A,2,0,7,0,7
65114,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2,S,2,2,7.4,2,11.4
63570,5859,CHANDLER HWY,R, L1+L2+LBL,A,2,0,6.3,0,6.3
65115,5802,CANTERBURY RD,F, L1+L2+L3+L4+RT1,A,4,0,12.3,0,12.3
63571,5845,SOUTH RD,R, L1+L2+L3,A,3,0,9.9,0,9.9
65116,5814,MAIN WHITTLESEA RD,F, L1+SL+L2+RT1,S,2,2,7.4,0,9.4
63572,5805,DONCASTER RD,R, L1+L2+L3+TL,A,4,0,14.5,0,14.5
65117,5811,HEIDELBERG-KINGLAKE RD,F, L1+SR+L2,S,2,0,6,1.5,7.5
63573,5820,MICKLEHAM RD,R, L1+L2,A,2,0,7,0,7
65118,5860,FAIRFIELD-RESERVOIR RD,R, L1+L2+RT1+LBL,A,2,0,6.2,0,6.2
63574,5885,THE BOULEVARD,F, L1+L2+L3+L4,A,4,0,12.2,0,12.2
65119,5811,HEIDELBERG-KINGLAKE RD,F, L1+SL+SR+L2,S,2,2,7.6,2,11.6
63575,5877,FOOTSCRAY-SUNSHINE RD,F, L1+L2+L3+L4,A,4,0,12.9,0,12.9
65120,5836,DRYSDALE-ST LEONARDS RD,F, L1+SL+SR+L2+RT1,S,2,1.4,6.8,1.4,9.6
63576,5819,PASCOE VALE RD,F, L1+L2+RT1+LBL,A,2,0,6.8,0,6.8
65121,5802,CANTERBURY RD,R, L1+L2+L3+RT1,A,3,0,9.5,0,9.5
63577,5881,FYANSFORD-CORIO RD,F, L1+L2+LBL+RBL,A,2,0,7.6,0,7.6
65122,5816,WALLAN-WHITTLESEA RD,F, L1+L2,S,2,0,7.7,0,7.7
63578,5864,ASCOT VALE-KEILOR RD,R, L1+L2,A,2,0,6.6,0,6.6
65123,5821,MELBOURNE-LANCEFIELD RD,F, L1+L2+RT1+LT1R,S,2,0,7.2,0,7.2
63579,5819,PASCOE VALE RD,F, L1+L2+L3+L4,A,4,0,11.8,0,11.8
65124,5888,BREAKWATER RD,F, L1+L2+LBL+NTZM,A,2,0,8,0,8
63580,5793,WHITTLESEA-YEA RD,F, L1+SL+SR+L2,S,2,2,7.6,2,11.6
65125,5982,SHEPPARTON ALTERNATIVE RTE,F, L1+SL+SR+L2,A,2,1.2,9.6,1.2,12
63581,5757,FRANKSTON-FLINDERS RD,F, L1+L2+LT1,A,2,0,6.5,0,6.5
65126,5947,ANDERSONS CREEK RD,F, L1+L2,S,2,0,8.4,0,8.4
63582,5757,FRANKSTON-FLINDERS RD,F, L1+SL+L2+LT1,S,2,2,7.8,0,9.8
65127,5940,NARRE WARREN NORTH RD,R, L1+L2,A,2,0,7.5,0,7.5
63583,5811,HEIDELBERG-KINGLAKE RD,F, L1+SL+SR+L2,S,2,2,7.6,2,11.6
65128,5954,LICOLA RD,F, L1+L2,S,2,0,6,0,6
63584,5809,HEIDELBERG-WARRANDYTE RD,R, L1+L2,A,2,0,7.2,0,7.2
65129,5915,LONGFORD-LOCH SPORT RD,F, L1+SL+SR+L2,S,2,3.2,6.4,2.2,11.8
